date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:33:06	181640/181640	---MCZ	200	added ('OK')	application/json	date:Fri,%2017%20Jun%202022%2002:33:12%20GMT	https://toiletphenolic.co.id/wp-json/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-json/index.html	(from https://toiletphenolic.co.id/)
09:33:06	70739/70739	---MCZ	200	added ('OK')	application/json	date:Fri,%2017%20Jun%202022%2002:33:12%20GMT	https://toiletphenolic.co.id/wp-json/wp/v2/pages/797	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-json/wp/v2/pages/797.json	(from https://toiletphenolic.co.id/)
09:33:07	834/834	---M-Z	200	added ('OK')	text/xml	date:Fri,%2017%20Jun%202022%2002:33:13%20GMT	https://toiletphenolic.co.id/xmlrpc.php?rsd	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/xmlrpc0db0.php	(from https://toiletphenolic.co.id/)
09:33:07	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Fri,%2017%20Jun%202022%2002:33:13%20GMT	https://toiletphenolic.co.id/wp-includes/wlwmanifest.xml	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-includes/wlwmanifest.xml	(from https://toiletphenolic.co.id/)
09:33:07	13027/13027	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Aug%202019%2006:57:44%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/toilet-phenolic-kotak-150x150.png	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/toilet-phenolic-kotak-150x150.png	(from https://toiletphenolic.co.id/)
09:33:07	30654/30654	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Aug%202019%2006:57:44%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/toilet-phenolic-kotak.png	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/toilet-phenolic-kotak.png	(from https://toiletphenolic.co.id/)
09:33:08	52488/52488	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jun%202022%2002:33:14%20GMT	https://toiletphenolic.co.id/cstoiletcubicle@gmail.com	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/cstoiletcubicle@gmail.com	(from https://toiletphenolic.co.id/)
09:33:08	26556/26556	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Aug%202019%2007:01:46%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/toilet-phenolic-logo.png	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/toilet-phenolic-logo.png	(from https://toiletphenolic.co.id/)
09:33:08	168351/168351	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2021:13:44%20GMT	https://toiletphenolic.co.id/masjid	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/masjid.html	(from https://toiletphenolic.co.id/)
09:33:09	73113/73113	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2007:17:56%20GMT	https://toiletphenolic.co.id/tentang-kami	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/tentang-kami.html	(from https://toiletphenolic.co.id/)
09:33:09	6294/6294	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202019%2007:48:43%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/BATHROOM-TOP-150x150.jpg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/BATHROOM-TOP-150x150.jpg	(from https://toiletphenolic.co.id/)
09:33:09	130254/130254	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2009:40:22%20GMT	https://toiletphenolic.co.id/bandara/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/bandara/index.html	(from https://toiletphenolic.co.id/)
09:33:09	6273/6273	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202019%2008:05:13%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/LABORATORIUM-150x150.jpg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/LABORATORIUM-150x150.jpg	(from https://toiletphenolic.co.id/)
09:33:09	6656/6656	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202019%2008:06:18%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/KITCHEN-TOP-150x150.jpg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/KITCHEN-TOP-150x150.jpg	(from https://toiletphenolic.co.id/)
09:33:10	157732/157732	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202019%2008:16:16%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/bg-toilet-cubicle.jpg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/bg-toilet-cubicle.jpg	(from https://toiletphenolic.co.id/)
09:33:10	11423/11423	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Aug%202019%2008:25:59%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/putihan-300x50.png	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/putihan-300x50.png	(from https://toiletphenolic.co.id/)
09:33:10	8646/8646	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202019%2008:36:46%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/spesialis-pabrikasi-phenolic-produk-cubicle-4-300x180.jpg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/spesialis-pabrikasi-phenolic-produk-cubicle-4-300x180.jpg	(from https://toiletphenolic.co.id/)
09:33:10	127936/127936	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2021:13:23%20GMT	https://toiletphenolic.co.id/hotel/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/hotel/index.html	(from https://toiletphenolic.co.id/)
09:33:10	8400/8400	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202019%2008:36:47%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/spesialis-pabrikasi-phenolic-produk-cubicle-1-300x180.jpg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/spesialis-pabrikasi-phenolic-produk-cubicle-1-300x180.jpg	(from https://toiletphenolic.co.id/)
09:33:10	129517/129517	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2021:13:28%20GMT	https://toiletphenolic.co.id/kantor/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/kantor/index.html	(from https://toiletphenolic.co.id/)
09:33:11	9562/9562	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202019%2008:36:49%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/spesialis-pabrikasi-phenolic-produk-cubicle-2-300x180.jpg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/spesialis-pabrikasi-phenolic-produk-cubicle-2-300x180.jpg	(from https://toiletphenolic.co.id/)
09:33:11	129856/129856	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2016:00:15%20GMT	https://toiletphenolic.co.id/kapal/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/kapal/index.html	(from https://toiletphenolic.co.id/)
09:33:11	9563/9563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202019%2008:36:50%20GMT	https://toiletphenolic.co.id/wp-content/uploads/2019/08/spesialis-pabrikasi-phenolic-produk-cubicle-3-300x180.jpg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/uploads/2019/08/spesialis-pabrikasi-phenolic-produk-cubicle-3-300x180.jpg	(from https://toiletphenolic.co.id/)
09:33:11	129537/129537	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2021:13:34%20GMT	https://toiletphenolic.co.id/sekolah/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/sekolah/index.html	(from https://toiletphenolic.co.id/)
09:33:11	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a3b62d-4d7%22	https://toiletphenolic.co.id/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://toiletphenolic.co.id/)
09:33:12	434784/434784	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Mar%202022%2008:11:57%20GMT	https://toiletphenolic.co.id/wp-content/cache/min/1/c4ceec8bc1f484414cd7ea89e142e3c5.js	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/cache/min/1/c4ceec8bc1f484414cd7ea89e142e3c5.js	(from https://toiletphenolic.co.id/)
09:33:12	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262a3b62d-302c%22	https://toiletphenolic.co.id/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://toiletphenolic.co.id/)
09:33:12	142445/142445	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2007:18:04%20GMT	https://toiletphenolic.co.id/dapur/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/dapur/index.html	(from https://toiletphenolic.co.id/)
09:33:12	129700/129700	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2021:13:39%20GMT	https://toiletphenolic.co.id/stasiun/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/stasiun/index.html	(from https://toiletphenolic.co.id/)
09:33:12	56564/56564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Mar%202021%2015:14:44%20GMT	https://toiletphenolic.co.id/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-includes/fonts/dashicons7d4b.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:12	143319/143319	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2012:41:24%20GMT	https://toiletphenolic.co.id/kamar-mandi/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/kamar-mandi/index.html	(from https://toiletphenolic.co.id/)
09:33:13	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:13	144361/144361	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2007:18:02%20GMT	https://toiletphenolic.co.id/laboratorium/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/laboratorium/index.html	(from https://toiletphenolic.co.id/)
09:33:13	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:13	77160/77160	---M--	200	added ('OK')	font/woff2	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:13	98024/98024	---M--	200	added ('OK')	font/woff	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:14	165548/165548	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:14	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:14	3316/3316	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2016%20Jun%202020%2008:39:47%20GMT	https://toiletphenolic.co.id/wp-content/themes/zakra/assets/fonts/themegrill-icons.eot?5d42b271f668d2d6461ba91fc5a5a839?	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/themes/zakra/assets/fonts/themegrill-icons79ad.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:14	144243/144243	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2021:47:12%20GMT	https://toiletphenolic.co.id/locker/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/locker/index.html	(from https://toiletphenolic.co.id/)
09:33:14	1320/1320	---M--	200	added ('OK')	font/woff2	date:Tue,%2016%20Jun%202020%2008:39:47%20GMT	https://toiletphenolic.co.id/wp-content/themes/zakra/assets/fonts/themegrill-icons.woff2?5d42b271f668d2d6461ba91fc5a5a839	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/themes/zakra/assets/fonts/themegrill-iconsd45f.woff2	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:14	206629/206629	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2007:17:50%20GMT	https://toiletphenolic.co.id/produk/portable/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/produk/portable/index.html	(from https://toiletphenolic.co.id/)
09:33:15	1748/1748	---M--	200	added ('OK')	font/woff	date:Tue,%2016%20Jun%202020%2008:39:47%20GMT	https://toiletphenolic.co.id/wp-content/themes/zakra/assets/fonts/themegrill-icons.woff?5d42b271f668d2d6461ba91fc5a5a839	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/themes/zakra/assets/fonts/themegrill-iconsd45f.woff	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:15	224026/224026	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2007:17:51%20GMT	https://toiletphenolic.co.id/produk/portable-fiberglass/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/produk/portable-fiberglass/index.html	(from https://toiletphenolic.co.id/)
09:33:15	200205/200205	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2007:17:53%20GMT	https://toiletphenolic.co.id/produk/portable-hdpe/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/produk/portable-hdpe/index.html	(from https://toiletphenolic.co.id/)
09:33:15	92216/92216	---M--	200	added ('OK')	font/woff2	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.14.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.woff2	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:16	209496/209496	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.14.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:16	112952/112952	---M--	200	added ('OK')	font/woff	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.14.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.woff	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:16	209336/209336	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.14.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.ttf	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:16	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:16	315628/315628	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.14.0	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.svg	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:16	188753/188753	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2007:17:54%20GMT	https://toiletphenolic.co.id/produk/urinoir/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/produk/urinoir/index.html	(from https://toiletphenolic.co.id/)
09:33:16	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:17	76764/76764	---M--	200	added ('OK')	font/woff2	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:17	90060/90060	---M--	200	added ('OK')	font/woff	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:17	170361/170361	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2021:14:03%20GMT	https://toiletphenolic.co.id/kelebihan-phenolic/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/kelebihan-phenolic/index.html	(from https://toiletphenolic.co.id/)
09:33:17	134040/134040	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:17	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:18	58884/58884	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2021:14:07%20GMT	https://toiletphenolic.co.id/perawatan/	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/perawatan/index.html	(from https://toiletphenolic.co.id/)
09:33:18	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
09:33:18	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2016%20Mar%202022%2009:03:05%20GMT	https://toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	E:/c/HTML/toiletphenolic.co.id/toiletphenolic.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://toiletphenolic.co.id/wp-content/cache/min/1/59e6b52753276118d18fb4a7b5e6851d.css)
